label,accel_mag_mean,accel_mag_std,accel_mag_rms,accel_mag_p50,accel_mag_skew,accel_mag_kurt,gyro_mag_mean,gyro_mag_std,gyro_mag_rms,gyro_mag_p50,gyro_mag_skew,gyro_mag_kurt,accelZ_mean,accelZ_std,accelZ_rms,accelZ_p50,accelZ_skew,accelZ_kurt,accel_mag_dom_freq,accel_mag_spectral_energy,accel_mag_spectral_entropy,accel_mag_peak2_ratio,corr_accelY_accelZ,corr_accelX_accelY
Still,0.9955721763854405,0.009802363526909977,0.9956220496396536,0.9957882990465182,-0.14868314076530798,0.021162262017878707,0.0335468845884729,0.016399577595010498,0.037346676885711236,0.03095468541900414,0.9204035719706856,1.0540306661581382,-0.7792549861182416,0.013519227299770377,0.7793761861779566,-0.7791663713826367,0.14294828655472216,-0.07408124841054158,4.791739847064228,0.6889342810943861,3.306093704110093,0.78847240396106,-0.3749697616944245,0.5889396737676952
Walk,1.0021010814550912,0.09524722491920883,1.006594805237195,0.9966162673749965,0.17485762466696483,-0.9010331320031363,0.3120453046265369,0.17711428081814748,0.35916053345512217,0.27020985857256863,0.783770997422008,-0.013015318801639465,-0.703291565141679,0.10801080357786619,0.7116483487035251,-0.7045349985086526,-0.1912656575176057,0.08255919830334622,1.6806722689075626,64.43841185281288,1.4367358242662298,0.06369074531630561,0.016181282204730574,0.19289336194192938
Running,1.1467512481755637,0.523031396794064,1.2602576409165118,1.1013938712431466,0.3479807819711018,-0.747026349769567,1.6092259310639647,0.9730901415481492,1.8816652234882256,1.3787751306373393,1.0368388075874941,1.00240048314045,-0.5044041745850958,0.43525949841316275,0.6675672073821912,-0.4760450185021522,-0.2115162595593031,0.23799803519847593,2.9411764705882355,1946.0095926481486,1.9753253526872645,0.23241976944725998,0.04257636108581637,-0.15903681476306764
Stairs Up,0.9992593390716407,0.13963861774184125,1.0091299408653143,0.98283366118678,0.22893706860125548,-1.0962511999193634,0.3577822813879187,0.16289098507447014,0.39350337939990976,0.33015458095747263,1.028405552273661,1.6624549251089598,-0.6700722790837654,0.12853923397166198,0.682601979120828,-0.6585095246117993,-0.4073841523256448,-0.35939959360233087,1.6718906212002482,138.98409581320342,1.5049353844763915,0.21456142252488086,0.5100328108857819,0.024430522961055953
Stairs Down,1.0149813809984995,0.3172598114889994,1.063565285445778,0.9633709245422584,0.33756496790689544,-1.05586897232513,0.6587192186586965,0.39540746517029524,0.7698647986664688,0.5571825131574307,1.3023268009736388,1.920767880863826,-0.7932847806864626,0.2864965675257608,0.8442565255032278,-0.7362552423475235,-0.5728299290447404,-0.37515105076766686,1.9934340295603772,716.1317243776444,1.753524050666354,0.3613433385467251,0.6322748998195433,-0.08788764068165608
Moonwalk,1.0052307728407577,0.1861467425851926,1.0224652450368816,1.0007654345587158,0.2360350213911075,-0.39896098152051807,0.4643027955686639,0.2498204246089308,0.5280855405893059,0.41620728729351114,1.2616749894430275,2.2117384885596723,-0.8102263898977047,0.16887079658809703,0.8277238066977308,-0.7993156807641312,-0.4528896947617779,0.240889836626013,1.413845280877624,248.12479323625146,2.235171401444957,0.4727958435889108,0.27063177770759733,-0.25994296643627524
